gene,n_disease,n_control,median_disease,median_control,delta_disease_minus_control,cliffs_delta,p_value,fdr_BH,delta_ci95_lo,delta_ci95_hi
DENND10,3,3,0.8320209973753281,0.7296296296296296,0.10239136774569846,0.3333333333333333,0.7,1.0,,
SLC2A3,3,3,0.8450292397660819,0.9277620396600567,-0.08273279989397475,-0.3333333333333333,0.7,1.0,,
CLTC,3,3,0.9823434991974318,0.9916492693110647,-0.009305770113632872,-0.3333333333333333,0.7,1.0,,
CNIH1,3,3,0.2012847965738758,0.1857569721115538,0.01552782446232201,0.3333333333333333,0.7,1.0,,
CNNM2,3,3,0.35398230088495575,0.38804713804713803,-0.03406483716218228,-0.3333333333333333,0.7,1.0,,
CNOT3,3,3,0.8421052631578947,0.8765822784810127,-0.03447701532311798,-0.3333333333333333,0.7,1.0,,
UBE2V2,3,3,0.2750809061488673,0.2908415841584158,-0.0157606780095485,-0.3333333333333333,0.7,1.0,,
UGP2,3,3,0.9376558603491272,0.9704150308468873,-0.032759170497760115,-0.3333333333333333,0.7,1.0,,
UNC5D,3,3,0.7524271844660194,0.9314750290360047,-0.17904784456998524,-0.3333333333333333,0.7,1.0,,
PPM1K,3,3,0.6255639097744361,0.6593769089798411,-0.03381299920540504,-0.3333333333333333,0.7,1.0,,
PPP3CB,3,3,0.9545014520813165,0.9268857520952801,0.027615699986036413,0.3333333333333333,0.7,1.0,,
AP3S2,3,3,0.45507246376811594,0.42518518518518517,0.029887278582930776,0.3333333333333333,0.7,1.0,,
APLP2,3,3,0.8950542822677925,0.9274323022583753,-0.03237801999058276,-0.3333333333333333,0.7,1.0,,
ARHGAP26,3,3,0.9368029739776952,0.9428934010152284,-0.006090427037533264,-0.3333333333333333,0.7,1.0,,
SH3GL2,3,3,0.964122635355512,0.9673247106875426,-0.0032020753320305406,-0.3333333333333333,0.7,1.0,,
SAP30BP,3,3,0.4248927038626609,0.5996457041629761,-0.1747530003003152,-0.3333333333333333,0.7,1.0,,
ISCA1,3,3,0.8021978021978022,0.8124629080118695,-0.010265105814067255,-0.3333333333333333,0.7,1.0,,
ITM2B,3,3,0.9367204936326637,0.9471316085489314,-0.010411114916267672,-0.3333333333333333,0.7,1.0,,
IVNS1ABP,3,3,0.5507246376811594,0.6666666666666666,-0.1159420289855072,-0.3333333333333333,0.7,1.0,,
JAKMIP2,3,3,0.6932515337423313,0.9110396570203644,-0.2177881232780331,-0.3333333333333333,0.7,1.0,,
KANTR,3,3,0.3723849372384937,0.7516129032258064,-0.37922796598731273,-0.3333333333333333,0.7,1.0,,
KAZN,3,3,0.8113207547169812,0.9346959122632104,-0.12337515754622919,-0.3333333333333333,0.7,1.0,,
C6orf62,3,3,0.8837837837837837,0.9611133851821531,-0.07732960139836931,-0.3333333333333333,0.7,1.0,,
CACNA1B,3,3,0.8698315467075038,0.8940634595701126,-0.02423191286260873,-0.3333333333333333,0.7,1.0,,
CACNA2D1,3,3,0.9175824175824175,0.9451073985680191,-0.02752498098560152,-0.3333333333333333,0.7,1.0,,
RASGRP2,3,3,0.6101694915254238,0.7168874172185431,-0.10671792569311933,-0.3333333333333333,0.7,1.0,,
SLC22A23,3,3,0.8051282051282052,0.8828451882845189,-0.0777169831563137,-0.3333333333333333,0.7,1.0,,
CGGBP1,3,3,0.9126819126819127,0.8713379643612201,0.04134394832069255,0.3333333333333333,0.7,1.0,,
CHPT1,3,3,0.8962472406181016,0.8468468468468469,0.049400393771254714,0.3333333333333333,0.7,1.0,,
PRDM2,3,3,0.6981132075471698,0.8988489710498779,-0.20073576350270816,-0.3333333333333333,0.7,1.0,,
MDM4,3,3,0.8840579710144928,0.9040404040404041,-0.019982433025911295,-0.3333333333333333,0.7,1.0,,
MEF2D,3,3,0.9739130434782609,0.6554156171284635,0.3184974263497974,0.3333333333333333,0.7,1.0,,
MEGF10,3,3,0.8163265306122449,0.8201669877970456,-0.0038404571848006386,-0.3333333333333333,0.7,1.0,,
MESD,3,3,0.726643598615917,0.7318435754189944,-0.005199976803077377,-0.3333333333333333,0.7,1.0,,
METTL7A,3,3,0.968475073313783,0.9028268551236749,0.06564821819010813,0.3333333333333333,0.7,1.0,,
MIER1,3,3,0.36,0.5911251980982567,-0.2311251980982567,-0.3333333333333333,0.7,1.0,,
MINDY3,3,3,0.8125,0.8287037037037037,-0.01620370370370372,-0.3333333333333333,0.7,1.0,,
KCNQ3,3,3,0.9592592592592593,0.9102920723226704,0.04896718693658886,0.3333333333333333,0.7,1.0,,
KIAA0232,3,3,0.872093023255814,0.1757188498402556,0.6963741734155584,0.3333333333333333,0.7,1.0,,
KIAA2026,3,3,0.6935483870967742,0.6870189840944074,0.006529403002366818,0.3333333333333333,0.7,1.0,,
VPS13D,3,3,0.8716216216216216,0.8701996927803379,0.0014219288412836706,0.3333333333333333,0.7,1.0,,
PTEN,3,3,0.9034090909090909,0.6182480275136557,0.28516106339543523,0.3333333333333333,0.7,1.0,,
PTGR3,3,3,0.6692307692307692,0.6395348837209303,0.029695885509838926,0.3333333333333333,0.7,1.0,,
PTP4A2,3,3,0.9177115987460815,0.528135593220339,0.38957600552574256,0.3333333333333333,0.7,1.0,,
CDC42SE2,3,3,0.9328859060402684,0.9416046319272126,-0.008718725886944112,-0.3333333333333333,0.7,1.0,,
PRKAR1A,3,3,0.956177924217463,0.909932733467284,0.046245190750178966,0.3333333333333333,0.7,1.0,,
PRRC2B,3,3,0.94655704008222,0.7796947577969475,0.16686228228527245,0.3333333333333333,0.7,1.0,,
PSEN1,3,3,0.28296703296703296,0.3544715447154472,-0.07150451174841421,-0.3333333333333333,0.7,1.0,,
CCDC25,3,3,0.6862745098039216,0.658971243418388,0.027303266385533598,0.3333333333333333,0.7,1.0,,
RAB3GAP1,3,3,0.914651493598862,0.9312938816449348,-0.016642388046072765,-0.3333333333333333,0.7,1.0,,
RAB7A,3,3,0.8148361127084531,0.8877129581827569,-0.07287684547430373,-0.3333333333333333,0.7,1.0,,
CCNDBP1,3,3,0.8919803600654664,0.8999073215940686,-0.007926961528602172,-0.3333333333333333,0.7,1.0,,
CCNI,3,3,0.9701492537313433,0.9510741138560688,0.019075139875274538,0.3333333333333333,0.7,1.0,,
UPF3B,3,3,0.7552447552447552,0.8544726301735648,-0.09922787492880958,-0.3333333333333333,0.7,1.0,,
UQCR11,3,3,0.045994517209869024,0.4763103685053788,-0.43031585129550975,-0.3333333333333333,0.7,1.0,,
USP47,3,3,0.48502994011976047,0.8179148311306902,-0.3328848910109297,-0.3333333333333333,0.7,1.0,,
VAPB,3,3,0.580267558528428,0.5506912442396313,0.0295763142887967,0.3333333333333333,0.7,1.0,,
VOPP1,3,3,0.06919060052219321,0.06488294314381271,0.0043076573783805,0.3333333333333333,0.7,1.0,,
KIF3B,3,3,0.459954233409611,0.7864882090503506,-0.32653397564073955,-0.3333333333333333,0.7,1.0,,
MAX,3,3,0.9315960912052117,0.9327272727272727,-0.0011311815220610422,-0.3333333333333333,0.7,1.0,,
ACAP3,3,3,0.9407407407407408,0.498385676548283,0.4423550641924578,0.3333333333333333,0.7,1.0,,
ACOX1,3,3,0.7531914893617021,0.8248847926267281,-0.07169330326502599,-0.3333333333333333,0.7,1.0,,
ACTR1A,3,3,0.892925430210325,0.7961529957992483,0.09677243441107675,0.3333333333333333,0.7,1.0,,
ZFAND5,3,3,0.8527397260273972,0.9484595450619061,-0.09571981903450888,-0.3333333333333333,0.7,1.0,,
AMY2B,3,3,0.4566929133858268,0.4642857142857143,-0.0075928008998875085,-0.3333333333333333,0.7,1.0,,
SCN2B,3,3,0.7777777777777778,0.8080155138978669,-0.030237736120089065,-0.3333333333333333,0.7,1.0,,
AIF1L,3,3,0.9294605809128631,0.9367945823927766,-0.007334001479913477,-0.3333333333333333,0.7,1.0,,
ABCB8,3,3,0.3137254901960784,0.3797814207650273,-0.06605593056894887,-0.3333333333333333,0.7,1.0,,
ZNF91,3,3,0.7016129032258065,0.8112531969309463,-0.10964029370513984,-0.3333333333333333,0.7,1.0,,
ZMYM2,3,3,0.23249299719887956,0.17336485421591805,0.05912814298296151,0.3333333333333333,0.7,1.0,,
ZSWIM7,3,3,0.764367816091954,0.28442437923250563,0.4799434368594484,0.3333333333333333,0.7,1.0,,
ZNF326,3,3,0.34759358288770054,0.3756345177664975,-0.02804093487879694,-0.3333333333333333,0.7,1.0,,
ZBTB16,4,4,0.8863402752713772,0.8920223676898433,-0.005682092418466178,-0.125,0.8857142857142857,1.0,,
ZBTB7A,4,4,0.6439695302581465,0.5871083554892753,0.0568611747688712,0.125,0.8857142857142857,1.0,,
SEPTIN7,4,4,0.6378543292221397,0.6663511268784278,-0.028496797656288098,-0.125,0.8857142857142857,1.0,,
SEPTIN8,4,4,0.6979708003118098,0.5759117273865655,0.12205907292524432,0.125,0.8857142857142857,1.0,,
SERBP1,4,4,0.4939006502713539,0.3413755367720321,0.1525251134993218,0.125,0.8857142857142857,1.0,,
STRBP,4,4,0.7306966960432306,0.8673144929574634,-0.13661779691423281,-0.125,0.8857142857142857,1.0,,
STX12,4,4,0.6536036969496022,0.6163347395664315,0.03726895738317071,0.125,0.8857142857142857,1.0,,
SUB1,4,4,0.5684620590173277,0.5121090607729265,0.05635299824440121,0.125,0.8857142857142857,1.0,,
LRRTM4,4,4,0.5993587790910199,0.5902163251882695,0.00914245390275037,-0.125,0.8857142857142857,1.0,,
CALM3,4,4,0.8399584595268146,0.7838638959635755,0.05609456356323905,0.125,0.8857142857142857,1.0,,
CAND1,4,4,0.5518051460080445,0.5199966539100913,0.03180849209795322,0.125,0.8857142857142857,1.0,,
CBX5,4,4,0.9139008229787197,0.9067486266382219,0.007152196340497796,0.125,0.8857142857142857,1.0,,
CCDC7,4,4,0.46384766343677175,0.488406838134728,-0.024559174697956265,-0.125,0.8857142857142857,1.0,,
CCDC88A,4,4,0.5265117198281035,0.6387661840069458,-0.11225446417884233,-0.125,0.8857142857142857,1.0,,
RAB21,4,4,0.5099289123252011,0.5842008202361619,-0.07427190791096083,-0.125,0.8857142857142857,1.0,,
RABGAP1,4,4,0.9208032432988101,0.9473249111935604,-0.0265216678947503,-0.125,0.8857142857142857,1.0,,
VAPA,4,4,0.22975917249257,0.19547735974891128,0.03428181274365871,0.125,0.8857142857142857,1.0,,
PSMG2,4,4,0.784981495188749,0.7695339288988075,0.015447566289941594,0.125,0.8857142857142857,1.0,,
PTPRD,4,4,0.8620567375886525,0.8760678332021279,-0.014011095613475355,-0.125,0.8857142857142857,1.0,,
PURA,4,4,0.3890441176470588,0.3740546984821794,0.014989419164879392,0.125,0.8857142857142857,1.0,,
PWWP3A,4,4,0.7400191241155096,0.7705551595786806,-0.030536035463170963,-0.125,0.8857142857142857,1.0,,
QKI,4,4,0.8923347035619964,0.881053929078458,0.01128077448353837,0.125,0.8857142857142857,1.0,,
CDC42BPA,4,4,0.6863692232055063,0.7118739030233864,-0.02550467981788007,-0.125,0.8857142857142857,1.0,,
PRMT2,4,4,0.7906958659442103,0.8083652312599681,-0.0176693653157578,-0.125,0.8857142857142857,1.0,,
PSIP1,4,4,0.5177744584582742,0.6099844705545143,-0.09221001209624013,-0.125,0.8857142857142857,1.0,,
PSMD12,4,4,0.7511308122380196,0.6335088239428364,0.11762198829518322,0.125,0.8857142857142857,1.0,,
PSME3,4,4,0.6677209415485676,0.7143880811671706,-0.046667139618602915,-0.125,0.8857142857142857,1.0,,
CADM1,4,4,0.8385843579234973,0.8471905032279772,-0.008606145304479895,-0.125,0.8857142857142857,1.0,,
RANBP2,4,4,0.6325646167557932,0.664127039411387,-0.031562422655593725,0.125,0.8857142857142857,1.0,,
SIRT7,4,4,0.3102726242873326,0.31549801202400274,-0.0052253877366701396,0.125,0.8857142857142857,1.0,,
CIAO1,4,4,0.8293278301886793,0.8839439914098637,-0.0546161612211844,-0.125,0.8857142857142857,1.0,,
CISD2,4,4,0.6525867822196321,0.6258786353183146,0.02670814690131751,0.125,0.8857142857142857,1.0,,
SLC39A10,4,4,0.9236756832910679,0.9380986565329292,-0.01442297324186137,-0.125,0.8857142857142857,1.0,,
CNOT7,4,4,0.4565508021390374,0.29247400655177325,0.16407679558726418,0.125,0.8857142857142857,1.0,,
UBE3A,4,4,0.75031328320802,0.744079247831593,0.006234035376427083,0.125,0.8857142857142857,1.0,,
COPS8,4,4,0.9010385637788252,0.907326440015802,-0.006287876236976797,-0.125,0.8857142857142857,1.0,,
PPP4R3B,4,4,0.7165075998586072,0.7370581599124724,-0.02055056005386513,-0.125,0.8857142857142857,1.0,,
CSDE1,4,4,0.9688739553576544,0.9782328552218736,-0.009358899864219228,-0.125,0.8857142857142857,1.0,,
DCUN1D4,4,4,0.8795973808860407,0.88316737790422,-0.003569997018179283,-0.125,0.8857142857142857,1.0,,
DENND6B,4,4,0.26550877446378274,0.25573572997292054,0.009773044490862193,0.125,0.8857142857142857,1.0,,
RPL10A,4,4,0.8011067522847313,0.7995947268133061,0.001512025471425149,-0.125,0.8857142857142857,1.0,,
RPL13A,4,4,0.3926335865718936,0.35937377509945523,0.033259811472438394,0.125,0.8857142857142857,1.0,,
BTBD3,4,4,0.9560300338288954,0.9562873445739821,-0.00025731074508672513,-0.125,0.8857142857142857,1.0,,
BTBD8,4,4,0.7535385408255622,0.8013164781925965,-0.047777937367034395,-0.125,0.8857142857142857,1.0,,
RBM26,4,4,0.6928466289540522,0.42108566739245185,0.2717609615616004,0.125,0.8857142857142857,1.0,,
RDH11,4,4,0.5499070588721937,0.5696189329825782,-0.019711874110384442,-0.125,0.8857142857142857,1.0,,
RGS5,4,4,0.4720429558962324,0.46965827917688546,0.0023846767193469454,0.125,0.8857142857142857,1.0,,
DLG3,4,4,0.7495755517826825,0.7198344743534737,0.02974107742920884,0.125,0.8857142857142857,1.0,,
DNAJA1,4,4,0.8773294274273341,0.8866775354088782,-0.009348107981544063,-0.125,0.8857142857142857,1.0,,
UBAP2L,4,4,0.6653649154493626,0.7505258962853486,-0.085160980835986,-0.125,0.8857142857142857,1.0,,
DNAJC15,4,4,0.40801033591731267,0.461628812576976,-0.05361847665966335,-0.125,0.8857142857142857,1.0,,
PHB1,4,4,0.22546442341395023,0.18408876576682778,0.04137565764712245,0.125,0.8857142857142857,1.0,,
PIK3R1,4,4,0.4992913033221781,0.6798834400641276,-0.18059213674194952,-0.125,0.8857142857142857,1.0,,
PJA2,4,4,0.9417079680070135,0.9405433028509952,0.0011646651560183185,-0.125,0.8857142857142857,1.0,,
DTNA,4,4,0.72408918588961,0.7335789462090976,-0.009489760319487561,0.125,0.8857142857142857,1.0,,
ECPAS,4,4,0.5900640236394976,0.6284029599346447,-0.038338936295147064,-0.125,0.8857142857142857,1.0,,
EEF1A1,4,4,0.83324445033732,0.8588493712851917,-0.0256049209478717,-0.125,0.8857142857142857,1.0,,
PDE4DIP,4,4,0.8393145495514855,0.845048831368821,-0.005734281817335485,-0.125,0.8857142857142857,1.0,,
PEX5L,4,4,0.9401714285714287,0.9455046859274576,-0.005333257356028964,0.125,0.8857142857142857,1.0,,
EIF5,4,4,0.6946592514124295,0.679171222590522,0.015488028821907474,0.125,0.8857142857142857,1.0,,
SNHG14,4,4,0.5757172250351819,0.44013826002454826,0.1355789650106336,0.125,0.8857142857142857,1.0,,
BAG5,4,4,0.2642132665340504,0.2526140749459393,0.011599191588111124,0.125,0.8857142857142857,1.0,,
RNF130,4,4,0.9109495630364071,0.8915613488895396,0.019388214146867422,0.125,0.8857142857142857,1.0,,
SNN,4,4,0.7985704750250306,0.7314841273109647,0.06708634771406596,0.125,0.8857142857142857,1.0,,
PDE4D,4,4,0.6567852437417654,0.7727988783774473,-0.11601363463568193,-0.125,0.8857142857142857,1.0,,
TSC22D2,4,4,0.8336111111111111,0.7163850515781272,0.11722605953298393,-0.125,0.8857142857142857,1.0,,
PAK2,4,4,0.77732135216089,0.7705462941818274,0.0067750579790626375,-0.125,0.8857142857142857,1.0,,
PAM16,4,4,0.7096549460413583,0.6234309934265303,0.08622395261482796,0.125,0.8857142857142857,1.0,,
PAPOLA,4,4,0.6971743155022898,0.7004858299595141,-0.0033115144572243294,0.125,0.8857142857142857,1.0,,
PCDH9,4,4,0.6072141285753603,0.6148881279852978,-0.007673999409937515,-0.125,0.8857142857142857,1.0,,
TPM1,4,4,0.8652712350055849,0.8830311704834606,-0.017759935477875688,-0.125,0.8857142857142857,1.0,,
OPCML,4,4,0.7999226006191951,0.7499608371944153,0.04996176342477976,-0.125,0.8857142857142857,1.0,,
OSBPL1A,4,4,0.8222475211164157,0.8414837729097395,-0.019236251793323778,-0.125,0.8857142857142857,1.0,,
PACS2,4,4,0.2907843358113689,0.31350105091579805,-0.02271671510442913,-0.125,0.8857142857142857,1.0,,
TRIL,4,4,0.35026663280853226,0.3512330403911604,-0.0009664075826281149,0.125,0.8857142857142857,1.0,,
RPS29,4,4,0.11624506037071176,0.17173214203731482,-0.05548708166660306,-0.125,0.8857142857142857,1.0,,
RSF1,4,4,0.3314755838641189,0.32956824411290564,0.0019073397512132662,-0.125,0.8857142857142857,1.0,,
ATP1A2,4,4,0.9034590505563603,0.9763175627307537,-0.07285851217439332,-0.125,0.8857142857142857,1.0,,
ATPAF1,4,4,0.42297236690953155,0.44097077396609374,-0.017998407056562193,-0.125,0.8857142857142857,1.0,,
ATXN2,4,4,0.9118507429029591,0.9023520117273984,0.00949873117556066,0.125,0.8857142857142857,1.0,,
RPL34,4,4,0.316558856739395,0.22846259227350266,0.08809626446589233,0.125,0.8857142857142857,1.0,,
ERC2,4,4,0.4789247014635911,0.5705115492778188,-0.09158684781422766,-0.125,0.8857142857142857,1.0,,
ERMN,4,4,0.6565018425058079,0.680446864030081,-0.023945021524273136,-0.125,0.8857142857142857,1.0,,
NSG1,4,4,0.7406565466122238,0.698324345146379,0.04233220146584482,0.125,0.8857142857142857,1.0,,
NTRK2,4,4,0.4579841146020346,0.5063702953433411,-0.04838618074130652,-0.125,0.8857142857142857,1.0,,
NUCKS1,4,4,0.5364398692042484,0.5484995555279113,-0.012059686323662944,-0.125,0.8857142857142857,1.0,,
FAM81A,4,4,0.7412502449539486,0.4744436680852866,0.26680657686866205,0.125,0.8857142857142857,1.0,,
FBXL5,4,4,0.17753767436373824,0.17675076315629873,0.0007869112074395113,0.125,0.8857142857142857,1.0,,
SNRPD3,4,4,0.5356717379054978,0.5261067928354174,0.009564945070080433,-0.125,0.8857142857142857,1.0,,
SNX19,4,4,0.7679089026915114,0.7650822703743283,0.002826632317183053,0.125,0.8857142857142857,1.0,,
NRXN3,4,4,0.8962332779079435,0.8750377922329013,0.021195485675042147,-0.125,0.8857142857142857,1.0,,
FMNL2,4,4,0.9293766649827943,0.92673093443527,0.002645730547524261,0.125,0.8857142857142857,1.0,,
RPS24,4,4,0.14981231046415247,0.14568201799063368,0.004130292473518787,0.125,0.8857142857142857,1.0,,
FOXP1,4,4,0.8275478915722818,0.7796862334677461,0.04786165810453569,0.125,0.8857142857142857,1.0,,
FRMPD4,4,4,0.8048911872441284,0.7557317359642941,0.04915945127983434,0.125,0.8857142857142857,1.0,,
FXR1,4,4,0.670011479238412,0.639294578083238,0.030716901155174003,-0.125,0.8857142857142857,1.0,,
NFIC,4,4,0.6124242652473724,0.6319231470294402,-0.019498881782067823,-0.125,0.8857142857142857,1.0,,
GDE1,4,4,0.67240978496328,0.6721263464108813,0.00028343855239865157,0.125,0.8857142857142857,1.0,,
GLUL,4,4,0.9576528855454299,0.948012734857236,0.009640150688193905,0.125,0.8857142857142857,1.0,,
GNAO1,4,4,0.928462852094062,0.9194776319814254,0.008985220112636583,0.125,0.8857142857142857,1.0,,
TMEM8B,4,4,0.5018454724409449,0.6538654328128013,-0.1520199603718564,-0.125,0.8857142857142857,1.0,,
SRSF3,4,4,0.5929783570364272,0.5747848899831655,0.018193467053261747,0.125,0.8857142857142857,1.0,,
GPRC5B,4,4,0.4795884847910431,0.4760332079227353,0.0035552768683078106,-0.125,0.8857142857142857,1.0,,
NDUFAF4,4,4,0.5835113736332789,0.6305608639750657,-0.04704949034178685,-0.125,0.8857142857142857,1.0,,
NDUFS1,4,4,0.7205882352941176,0.7522798271365722,-0.031691591842454514,-0.125,0.8857142857142857,1.0,,
GTF2I,4,4,0.8551613196397068,0.8993034757010598,-0.04414215606135308,0.125,0.8857142857142857,1.0,,
H3-3B,4,4,0.5354462661840707,0.5459025001404392,-0.010456233956368521,-0.125,0.8857142857142857,1.0,,
YPEL5,4,4,0.8037468508147101,0.7897194272344539,0.014027423580256215,-0.125,0.8857142857142857,1.0,,
YY1,4,4,0.6610884364651073,0.6206218399388804,0.04046659652622686,0.125,0.8857142857142857,1.0,,
HIPK2,4,4,0.871134333291872,0.8927487263313212,-0.02161439303944923,-0.125,0.8857142857142857,1.0,,
TLN1,4,4,0.4458718326625475,0.4713644771856948,-0.025492644523147312,0.125,0.8857142857142857,1.0,,
MTURN,4,4,0.8277559331858283,0.9083222250645921,-0.08056629187876385,-0.125,0.8857142857142857,1.0,,
MXD4,4,4,0.7465137301975429,0.8233522324592488,-0.07683850226170597,-0.125,0.8857142857142857,1.0,,
NACA,4,4,0.8271428014858886,0.7940686318519343,0.033074169633954265,0.125,0.8857142857142857,1.0,,
HNRNPUL2,4,4,0.7483445225916454,0.948651914556254,-0.20030739196460856,-0.125,0.8857142857142857,1.0,,
HP1BP3,4,4,0.889554168774948,0.8449096158125258,0.0446445529624222,0.125,0.8857142857142857,1.0,,
HSP90AB1,4,4,0.6908422069736758,0.7927599717479109,-0.10191776477423509,-0.125,0.8857142857142857,1.0,,
MSRA,4,4,0.8418604651162791,0.8416024449913488,0.0002580201249302583,-0.125,0.8857142857142857,1.0,,
SYT1,4,4,0.8819222485107905,0.8338583840195047,0.048063864491285746,0.125,0.8857142857142857,1.0,,
SYT11,4,4,0.96127145747022,0.9473011522914359,0.01397030517878417,0.125,0.8857142857142857,1.0,,
SZRD1,4,4,0.8787104000779214,0.8418799507844992,0.036830449293422274,0.125,0.8857142857142857,1.0,,
TAFA5,4,4,0.7415094914067376,0.722028025451755,0.01948146595498257,0.125,0.8857142857142857,1.0,,
TAX1BP1,4,4,0.5857996141724238,0.613302465456746,-0.027502851284322283,-0.125,0.8857142857142857,1.0,,
TCF4,4,4,0.9005613796673785,0.8824012702717662,0.0181601093956123,0.125,0.8857142857142857,1.0,,
STMN1,4,4,0.8761072603725397,0.8586975751694017,0.017409685203138014,0.125,0.8857142857142857,1.0,,
SEC63,4,4,0.4994823655313605,0.5410785176871998,-0.04159615215583934,-0.125,0.8857142857142857,1.0,,
SECISBP2L,4,4,0.8877089665653495,0.8898816419038026,-0.0021726753384531117,-0.125,0.8857142857142857,1.0,,
ANKRD17,4,4,0.3792816309175092,0.3971516389772734,-0.017870008059764186,-0.125,0.8857142857142857,1.0,,
MEG3,4,4,0.868654854631228,0.8266335626750247,0.0420212919562033,0.125,0.8857142857142857,1.0,,
MFSD12,4,4,0.3126209833526907,0.34198408158912663,-0.02936309823643596,-0.125,0.8857142857142857,1.0,,
MIA3,4,4,0.421111283885347,0.5250306114890039,-0.10391932760365685,-0.125,0.8857142857142857,1.0,,
MAPRE2,4,4,0.944095931433292,0.9298287968896874,0.01426713454360451,0.125,0.8857142857142857,1.0,,
AK5,4,4,0.9499751192607502,0.9437027313238777,0.006272387936872459,0.125,0.8857142857142857,1.0,,
AKAP9,4,4,0.9163556754360036,0.8010227049660821,0.11533297046992153,0.125,0.8857142857142857,1.0,,
AKT3,4,4,0.4384928563705003,0.42333983895281313,0.015153017417687153,0.125,0.8857142857142857,1.0,,
ALDH7A1,4,4,0.4151695715415827,0.37154746448220144,0.04362210705938124,0.125,0.8857142857142857,1.0,,
ANK2,4,4,0.9387403356207928,0.9575273752484235,-0.01878703962763062,-0.125,0.8857142857142857,1.0,,
ANK3,4,4,0.9035018576162265,0.926424059835522,-0.02292220221929553,-0.125,0.8857142857142857,1.0,,
MBD2,4,4,0.5714430031923061,0.5179107879089233,0.05353221528338281,-0.125,0.8857142857142857,1.0,,
KLC1,4,4,0.9440460328297289,0.9476879944987348,-0.0036419616690058776,-0.125,0.8857142857142857,1.0,,
KPNB1,4,4,0.5571553019854651,0.5460737953237509,0.011081506661714258,0.125,0.8857142857142857,1.0,,
KTN1,4,4,0.7655351154194512,0.7556719067282663,0.009863208691184844,-0.125,0.8857142857142857,1.0,,
LYRM4,4,4,0.2818301121450728,0.2820070246178621,-0.00017691247278928124,0.125,0.8857142857142857,1.0,,
MAP4,4,4,0.43895768741990987,0.3905457295124465,0.04841195790746339,0.125,0.8857142857142857,1.0,,
MAP4K4,4,4,0.7038127825980691,0.7576498113297678,-0.05383702873169871,-0.125,0.8857142857142857,1.0,,
LINC-PINT,4,4,0.6556719594041578,0.48784996993593244,0.16782198946822535,0.125,0.8857142857142857,1.0,,
AGPAT3,4,4,0.7125066904549509,0.7870929247581483,-0.07458623430319744,0.125,0.8857142857142857,1.0,,
ZNF706,3,3,0.2564102564102564,0.3206634416033172,-0.06425318519306084,-0.1111111111111111,1.0,1.0,,
ZMYM4,3,3,0.746031746031746,0.6691560866318148,0.07687565939993124,-0.1111111111111111,1.0,1.0,,
ZMAT2,3,3,0.6121726822363766,0.8125135310673306,-0.20034084883095404,-0.1111111111111111,1.0,1.0,,
ADGRL3,4,4,0.8244902972242693,0.8236556860042934,0.000834611219975856,0.0,1.0,1.0,,
SERINC1,3,3,0.9820724273933309,0.9841200783119426,-0.0020476509186116987,-0.1111111111111111,1.0,1.0,,
SERF1A,3,3,0.48490945674044267,0.48739164696611503,-0.002482190225672365,-0.1111111111111111,1.0,1.0,,
SEC11C,3,3,0.9548872180451128,0.9458492975734355,0.009037920471677285,0.1111111111111111,1.0,1.0,,
SCP2,3,3,0.8282387190684134,0.8938714499252616,-0.06563273085684818,-0.1111111111111111,1.0,1.0,,
SCLT1,3,3,0.59375,0.5867346938775511,0.007015306122448939,-0.1111111111111111,1.0,1.0,,
SCAF11,3,3,0.6384615384615384,0.5305466237942122,0.10791491466732617,0.1111111111111111,1.0,1.0,,
SBF1,3,3,0.1391304347826087,0.14025974025974025,-0.0011293054771315536,-0.1111111111111111,1.0,1.0,,
SAP18,3,3,0.2991150442477876,0.2368498817966903,0.06226516245109731,-0.1111111111111111,1.0,1.0,,
RUFY3,4,4,0.771393143609984,0.5341822522881019,0.2372108913218821,0.0,1.0,1.0,,
SH3KBP1,3,3,0.33264033264033266,0.3375796178343949,-0.004939285194062226,-0.1111111111111111,1.0,1.0,,
SF3A1,3,3,0.6511627906976745,0.6317460317460317,0.019416758951642743,0.1111111111111111,1.0,1.0,,
SETD2,4,4,0.877464434092912,0.8775643640377186,-9.992994480667594e-05,0.0,1.0,1.0,,
RTN4,3,3,0.8556709882373144,0.8437878787878788,0.011883109449435603,0.1111111111111111,1.0,1.0,,
RPS8,4,4,0.5897529210810497,0.5792160476581787,0.010536873422871018,0.0,1.0,1.0,,
RPS3A,4,4,0.7009398058835452,0.7056170440818819,-0.004677238198336653,0.0,1.0,1.0,,
RPS20,4,4,0.05420607301984792,0.07262097268854123,-0.018414899668693308,0.0,1.0,1.0,,
RPRD1A,4,4,0.7954741784037558,0.8772193197001106,-0.0817451412963548,0.0625,1.0,1.0,,
RPL30,3,3,0.3745173745173745,0.41257557436517533,-0.038058199847800844,-0.1111111111111111,1.0,1.0,,
RPL23A,3,3,0.3009072580645161,0.2664753794890781,0.034431878575438,0.1111111111111111,1.0,1.0,,
RHOBTB3,3,3,0.8351177730192719,0.9027624309392265,-0.06764465791995455,0.1111111111111111,1.0,1.0,,
RHEB,3,3,0.06003873466752744,0.06038908403134288,-0.00035034936381544285,-0.1111111111111111,1.0,1.0,,
RGS12,3,3,0.39862542955326463,0.44979508196721313,-0.051169652413948497,-0.1111111111111111,1.0,1.0,,
