gene,SRR24710558,SRR24710556,SRR24710554,SRR24710705,SRR24710703,SRR24710564,SRR24710562,SRR24710560
KIF13A,,,,,0.8485576923076923,,0.9366666666666666,
KIF13B,,,,,0.9532538955087076,,,
KIF16B,,0.7058823529411765,,,0.6899328859060403,0.30994152046783624,,
KIF17,,,,,0.8668171557562077,,,
KIF19,,,,,0.9,,,
KIF1A,0.9949626865671641,,0.9253421816673579,,0.8659821191466761,,0.9835051546391752,
KIF1B,0.9673423423423423,0.8725561187545257,0.9226519337016574,0.9503619441571872,0.9134191003850127,0.9312242090784044,0.9659884603704828,0.9405267629566695
KIF1C,,,,,0.09544706527701591,,,0.9292237442922374
KIF21A,0.8576923076923076,0.4534711964549483,0.9372056514913658,0.6180469715698393,0.7652877697841727,0.9195241427571729,0.837428527275537,0.8690476190476191
KIF22,,,,,,0.5705705705705706,,
KIF27,,,,,0.46464646464646464,,,
KIF2A,0.5937755937755937,0.6337349397590362,0.5336048879837068,0.6354679802955665,0.8804705882352941,0.6135831381733021,0.8704536166734778,0.5232558139534884
KIF3A,0.6610541727672035,0.5683530678148547,0.7104838709677419,0.6885630498533725,0.9405056072989926,0.7190123456790124,0.9587912087912088,0.690537084398977
KIF3B,0.7864882090503506,0.398406374501992,0.9537892791127541,,0.9590643274853801,0.9763975155279503,0.6547711404189294,0.459954233409611
KIF3C,0.8309891630159096,0.8184210526315789,0.8715677590788308,0.8551474392136575,0.9840360711674384,0.8196610169491525,0.8323608071966934,0.9759277833500501
KIF5A,0.7637057598889659,0.9578820697954272,0.964367816091954,0.8571723852831749,0.9359736503856041,0.7948717948717948,0.962510897994769,0.907695374800638
KIF5B,0.4850498338870432,0.5436997319034853,,0.7927170868347339,0.5912657290895633,0.648854961832061,0.8010522854324236,0.6973478939157566
KIF5C,0.9044142614601018,0.7356037151702787,,0.8950197061984951,0.8396545885540129,0.7917981072555205,0.8111201962387572,0.8121934127540295
KIF6,,0.6549295774647887,,,0.6464646464646465,,,
KIF9,,,0.6557377049180327,,,0.0670391061452514,,
KIFAP3,0.8342128408091469,0.8199513381995134,,0.8338590956887487,0.8346764909049045,0.9186875891583453,0.8639768694966488,0.9032258064516129
KIFBP,,,,0.9330289193302892,,,,
KIN,,,,0.29545454545454547,,,,
KIZ,,0.59375,,,,0.5748031496062992,,
KLC1,0.9467364532019704,0.9357876712328768,0.9832116788321168,0.9542245989304813,0.9486395357954991,0.9523043944265809,0.9351957702200628,0.10135900339750849
KLF13,,0.8951965065502183,,0.9128113879003559,,0.879182156133829,0.9339546191247974,
KLF3,,,,,0.9760536398467433,,,
KLF6,,,0.7688442211055276,,,,,
KLF7,0.5844155844155844,0.6611570247933884,0.6934306569343066,,0.9418604651162791,,,0.7457627118644068
KLF9,0.975735294117647,,,,,,0.9607424791977811,
KLHDC10,,0.6647398843930635,0.8514285714285714,0.8909952606635071,0.8899044453676777,,,
KLHDC3,,,,,,0.975964225824483,,
KLHDC4,0.245,0.5,,,,0.21428571428571427,,
KLHDC8A,,,,,0.5714285714285714,,0.5365853658536586,
KLHL12,,,,,0.9438622754491018,0.8911290322580645,,
KLHL18,0.6427406199021207,,,0.7802690582959642,0.8517786561264822,0.8099173553719008,0.9206921413121846,
KLHL20,,,,,0.9757391963608795,,0.7848837209302325,
KLHL23,0.5813630041724618,,,,0.905337361530715,,0.14705882352941177,
KLHL24,0.918918918918919,0.18363402061855671,0.2040332147093713,0.9766718506998445,0.9478194629594363,0.26299045599151644,0.46214355948869223,0.12418300653594772
KLHL26,,,,,0.161186848436247,,,
KLHL28,,,,,0.8943820224719101,,,
KLHL3,,0.8421052631578947,,,,0.8707482993197279,,
KLHL32,,0.8406708595387841,,0.9259259259259259,0.9097839898348158,0.9135135135135135,0.8229885057471265,
KLHL35,,,,0.8440366972477065,0.9122023809523809,,0.8806941431670282,
KLHL36,,,,,,,0.8083889418493804,
KLHL4,,,,,0.3074912891986063,,0.36009732360097324,
KLHL42,0.9339752407152683,0.7393939393939394,,,,0.8398169336384439,,0.8609865470852018
KLHL5,0.413751507840772,0.3956043956043956,,0.39194139194139194,0.45657015590200445,0.49258160237388726,0.2774914089347079,0.34226190476190477
KLHL7,,,,,0.966589861751152,,,
KLHL8,,0.5294117647058824,0.6166666666666667,0.5726495726495726,0.7544910179640718,0.8347107438016529,,0.4117647058823529
KLHL9,,,,0.86,0.9582938388625593,,,
KLK6,,0.9696969696969697,,,,,,
KMT2A,0.9683490162532079,0.649171270718232,0.9337175792507204,,0.62782859894078,,0.9817945383615084,
KMT2C,,,,0.8976897689768977,0.9641288433382138,0.7264437689969605,0.9647676161919041,
KMT2E,0.8032786885245902,0.420129270544783,0.21621621621621623,0.5866477272727273,0.9181191730847182,0.40409683426443205,0.6632947976878613,
KMT5A,,,,,0.838135593220339,,,
KMT5B,0.7032258064516129,0.8392857142857143,0.859504132231405,0.8605769230769231,0.9662447257383966,0.7761194029850746,,0.905511811023622
KNDC1,0.8431504543924605,,0.4774436090225564,0.9592298980747452,0.8723135271807838,0.4973637961335677,,
KNOP1,,,,,,0.4909090909090909,,
KPNA1,0.3841897233201581,0.43010752688172044,,0.8603896103896104,0.3220159151193634,0.6334164588528678,0.41757355904877064,0.6629213483146067
KPNA2,0.02880658436213992,,,,,,,
KPNA3,,,0.9458483754512635,,,0.9718614718614719,,0.9241379310344827
KPNA4,0.8371794871794872,0.7916666666666666,0.8191214470284238,0.8439716312056738,0.8134389511062551,0.7106299212598425,0.8749669574411842,0.08196721311475409
KPNA5,0.6365883807169345,0.40268456375838924,,0.7343453510436433,0.9386018237082067,0.501779359430605,0.9607740585774058,0.38257575757575757
KPNB1,0.7074155653450808,0.44597249508840864,0.5839243498817966,0.6683381088825215,0.4114949556710486,0.8813886210221794,0.508223240765705,0.42387543252595156
KRBA2,,,,,0.5144508670520231,,,
KRBOX4,,0.3870967741935484,,,,,,
KRBOX5,,,,,0.5681818181818182,,,
KRI1,,0.34375,0.38405797101449274,,0.43373493975903615,,,
KRIT1,,,,,0.36792452830188677,,,
KRR1,0.4418331374853114,,,0.5466666666666666,0.6220689655172413,0.5524861878453039,0.49128367670364503,
KRT222,0.5086013462976814,,0.5279503105590062,0.570957095709571,,0.8641975308641975,,0.5168539325842697
KSR2,,,,,0.9416445623342176,0.9080459770114943,0.9705882352941176,
KTN1,0.7420785804816223,0.7031835205992509,0.9214876033057852,0.47514910536779326,0.5333411324286382,0.8559322033898306,0.7692652329749103,0.8278867102396514
L2HGDH,,,,,0.8148148148148148,,,
L3HYPDH,0.782258064516129,,,,,0.35,,
L3MBTL1,0.7961538461538461,0.5614035087719298,,,0.8042763157894737,0.6986301369863014,,
L3MBTL2,0.9567949725058916,,,,,,,
L3MBTL3,0.5196078431372549,,,,,,,
L3MBTL4,,,,,,,0.822463768115942,
LACTB,,,,,0.7429078014184397,,,
LAIR1,,,,0.5116279069767442,,,0.48484848484848486,
LAMA4,,,,,0.6305970149253731,,,
LAMC1,,,,,,,0.7769784172661871,
LAMP2,0.4655274012964054,0.9278879015721121,0.22424557752341312,0.509633312616532,0.5503443752049852,0.47555555555555556,0.4778337222153997,0.38026315789473686
LAMTOR2,,,,0.6084656084656085,,,,0.5668662674650699
LAMTOR3,,0.4251968503937008,,0.43031358885017423,0.3450479233226837,,,0.2754237288135593
LANCL1,0.9567886079057206,0.980565371024735,0.9426485922836287,0.03581526861451461,0.9375840731772935,0.023121387283236993,0.9941843559174178,0.9531914893617022
LANCL2,,,,0.9136842105263158,0.9235580264072273,,0.9020390070921985,
LAP3,,,0.9259259259259259,,,0.9129213483146067,,
LAPTM4A,,,,,,0.9760348583877996,,
LAPTM4B,0.9230028873917228,,0.9036697247706422,,,,,
LAPTM5,0.8895027624309392,0.8740157480314961,,0.9002932551319648,,,,
LARGE1,0.07988165680473373,,0.9543147208121827,,,0.07819905213270142,0.03786707882534776,
LARP1,,0.9165402124430956,0.7772685609532539,0.8238095238095238,,0.7859259259259259,,0.6651053864168618
LARP1B,0.4666666666666667,0.10759493670886076,,0.4326923076923077,0.4972170686456401,0.31451612903225806,0.5454545454545454,
LARP4,0.8574561403508771,,,,,,,
LARP4B,0.8539325842696629,0.8367346938775511,,0.22185430463576158,0.169849931787176,0.200836820083682,0.7788461538461539,
LARP6,0.8039900249376558,0.850835322195704,0.6162162162162163,0.8567293777134588,0.8126548818767553,0.8226666666666667,,0.8621794871794872
LARP7,0.6264044943820225,0.5240641711229946,0.7037037037037037,0.853185595567867,0.7206840390879479,0.7348837209302326,0.8828828828828829,
LARS1,0.8538283062645011,0.6789667896678967,0.8493723849372385,0.2823529411764706,0.24587087087087087,0.8041825095057035,0.21036585365853658,0.2677165354330709
LAS1L,0.4228571428571429,0.7416666666666667,0.6153846153846154,,0.893368010403121,,0.5495118549511855,
LASP1NB,0.13523131672597866,,,,0.3567251461988304,0.3248081841432225,,
LAT,,,,,,,0.6759259259259259,
LATS1,,,,,,0.9281045751633987,,
LAYN,,,,,0.036072144288577156,,,
LCAT,0.625,,,0.8068181818181818,0.5459940652818991,,,
LCNL1,0.26878612716763006,,,,,,0.4375,
LCOR,,0.53125,,0.2978723404255319,0.2590431738623104,0.323943661971831,,
LCORL,,,,0.5,0.7617647058823529,,,
LDB1,,,,,,0.5700934579439252,,
LDB2,,,0.9429223744292238,0.9810366624525917,,0.9829302987197724,,0.9204545454545454
LDB3,,,0.7086092715231788,,0.7112970711297071,0.6923076923076923,,
LDHA,,,,,0.9797895614126472,,,
LDHB,0.969179966978536,,,0.9823321554770318,0.9806220951018949,0.9840250329380764,0.9805282306966716,
LDLRAD4,,0.5875486381322957,0.9439252336448598,0.9148936170212766,0.8570786516853932,0.9350180505415162,0.9816311535635562,
LEMD3,,,,,0.9233110164333537,,,
LENG1,0.85,,,,,,,
LEO1,,0.7864077669902912,,,,,,
LEPROT,,0.3382352941176471,,,0.4203152364273205,0.29577464788732394,0.3365695792880259,
LEPROTL1,0.9071504802561366,,0.08602150537634409,0.9353846153846154,0.8948306595365418,0.9407407407407408,,
LETM1,0.9405099150141643,,,,,,0.9394506866416978,0.9362745098039216
LETMD1,,,0.9323529411764706,,0.9720216606498195,0.9719101123595506,0.968949383241174,0.9061371841155235
LGALS3,0.6589418452120682,,0.6775067750677507,0.7469325153374233,,,,
LGALS8,0.6493738819320215,,,0.7980132450331126,0.7435897435897436,0.7004830917874396,0.7869879518072289,0.7833333333333333
LGALSL,,,,,,0.8640776699029126,,
LGI1,,,0.9336870026525199,,0.022966134682755938,,,
LGI2,0.8909774436090225,,,,0.4412811387900356,0.45614035087719296,0.43736730360934184,
LGI3,,,,0.9814963797264682,0.9840512989148307,,,
LGI4,0.6035665294924554,0.8724279835390947,0.8776595744680851,0.6721311475409836,0.6740244383129681,0.7820069204152249,0.9415437003405221,0.8904639175257731
LGR5,,,,,0.9079189686924494,,,
LHFPL6,,0.8585858585858586,0.9444444444444444,0.9758771929824561,,,0.8058974358974359,0.9405204460966543
LHPP,0.9384372533543804,,,0.9500831946755408,0.9906200317965024,,,
LIFR,0.9198075380914194,0.9182058047493403,0.9581497797356828,0.9211087420042644,0.8448275862068966,,,0.9424920127795527
LIMCH1,0.9196157735085946,0.6836065573770492,0.8732193732193733,0.8907317073170732,0.9536509580528224,0.8168067226890756,0.9510653242800281,0.8964757709251101
LIMK2,,0.782608695652174,,,,,,
LIN54,,,,,0.145,,,
LIN7A,,,,0.9123867069486404,,,,
LIN7B,,,0.445,,,,,
LINC-PINT,0.2753108348134991,0.6040268456375839,0.7003891050583657,0.24081632653061225,0.8307291666666666,0.7073170731707317,0.2236614853195164,0.7346938775510204
LINC00174,,,,,0.24310776942355888,,,
LINC00205,,,,0.5877192982456141,0.5153374233128835,0.6533333333333333,,
LINC00299,,,,0.7678571428571429,,0.46296296296296297,,
LINC00320,,0.8682432432432432,,0.7373737373737373,0.09368836291913216,0.6369047619047619,0.11003627569528417,
LINC00326,0.6326530612244898,,,,,,,
LINC00342,,,,0.875,0.938474870017331,,,
LINC00461,0.7847058823529411,0.3010752688172043,0.5921052631578947,0.41409691629955947,0.5661764705882353,0.6587926509186351,0.5669117647058823,0.4260869565217391
LINC00472,,,,,0.26548672566371684,,,
LINC00499,,,0.18518518518518517,,0.13278008298755187,,,
LINC00507,0.9171717171717172,,,,,,,
LINC00551,,,,,0.7181208053691275,,,
LINC00595,0.6044776119402985,,0.5882352941176471,,,,,0.5409836065573771
LINC00609,,0.328125,0.3125,,0.6,,,
LINC00632,0.36418929524407473,0.9955062911923307,0.984009840098401,0.013628434365460096,0.42670331827999214,0.2326253431585031,0.3572109059565395,0.993450028232637
LINC00662,0.5926724137931034,,,,0.5250696378830083,,0.4822389666307858,
LINC00665,0.22764227642276422,,,0.2159090909090909,,,0.2642857142857143,
LINC00667,0.7335858585858586,0.5661764705882353,0.6885245901639344,0.4,0.20673526660430308,0.29133858267716534,0.4698318496538081,0.43478260869565216
LINC00706,,0.2553191489361702,,,,,,
LINC00844,,,0.5732865400495458,,,,,
LINC00869,,,0.2578125,0.7990430622009569,,,,
LINC00882,0.5323383084577115,,0.4603174603174603,0.6954314720812182,0.39080459770114945,,0.9820675105485233,0.808695652173913
LINC00938,,,,,0.17692307692307693,,,
LINC00963,,,,,0.74,0.5,,
LINC01004,,0.6626506024096386,,,,,,
LINC01018,,,,,0.6180257510729614,,0.5670498084291188,
LINC01106,,,,,0.8106427090532136,0.8504273504273504,,
LINC01123,,,,,0.5763052208835341,,,
LINC01128,,,,0.8874458874458875,,0.8680555555555556,,
LINC01140,,,,,0.5697896749521989,,,
LINC01278,0.11089108910891089,,0.12396694214876033,,0.0446985446985447,,,
LINC01322,,,,0.2331288343558282,0.04503105590062112,,,
LINC01378,,,0.4827586206896552,,,,,
LINC01411,,,,,,0.8658536585365854,,
LINC01476,,,,,,0.7684210526315789,,
LINC01503,0.3089430894308943,,,0.22641509433962265,,,,
LINC01535,,,,,0.37763713080168776,0.367816091954023,,
LINC01551,0.47653429602888087,,,0.2153846153846154,0.5011441647597255,,,
LINC01608,,0.872093023255814,0.5918367346938775,,0.9093078758949881,,,
LINC01630,,,,,0.1590909090909091,,,
LINC01963,0.888235294117647,,,,0.9226851851851852,0.8986486486486487,,
LINC02175,,,,,0.1518987341772152,,0.6181818181818182,0.5178571428571429
LINC02217,0.8981670061099797,,,,0.8681424446583254,,,
LINC02263,0.4066666666666667,,,,,,,
LINC02389,,,,,0.33642691415313225,,0.1601423487544484,
LINC02693,0.12975098296199214,0.6153846153846154,0.265625,0.2777777777777778,0.39779005524861877,,0.43861740166865315,
LINC02762,,0.36363636363636365,,,0.3228995057660626,0.20930232558139536,0.30597014925373134,
LINC02798,0.3935483870967742,,,,0.8888888888888888,,,
LINC02899,,,,,0.37735849056603776,,,
LINC02977,,,,,0.5140961857379768,,0.4811320754716981,
LINC03026,,,,,0.5612244897959183,,,
LINC03051,,,0.7894736842105263,,0.674937965260546,,0.6618357487922706,
LINC03072,,,,,,0.6363636363636364,,
LINGO1,0.5618271748617981,0.7302158273381295,0.5899880810488677,0.6290322580645161,0.5567700200758421,0.5549363057324841,0.9763000139411683,0.5705128205128205
LINGO2,,,,0.6101694915254238,,,0.7394366197183099,
LINGO3,,,,,,,0.3696969696969697,
LIPA,0.9582822085889571,0.8216783216783217,0.852359208523592,0.8864541832669323,0.8827315541601256,0.876010781671159,0.8771094764171354,0.5012106537530266
LIPT2-AS1,,,0.6976744186046512,,,,,
LITAF,,,,,,0.7857142857142857,,
LIX1,,,0.9280575539568345,0.8923076923076924,,,,
LIX1L,0.8339100346020761,,,0.9241379310344827,,,,
LLPH,,0.5454545454545454,0.164021164021164,0.5457875457875457,0.18146964856230033,0.590625,0.18104118104118105,
LMAN1,0.8601769911504424,,,,0.9310595065312046,,,
LMBR1,0.27552986512524086,,0.5977011494252874,0.610236220472441,0.5208898534997287,0.5880398671096345,0.4844632768361582,
LMBRD1,,,,,0.9766986837424404,,,
LMBRD2,0.9448511469009273,0.7964912280701755,0.9327485380116959,0.9845837615621789,,0.8114973262032086,0.980561555075594,0.8974763406940063
LMF1,0.4883720930232558,0.21666666666666667,,0.4144736842105263,0.41025641025641024,0.49056603773584906,0.5282583621683967,
LMNA,0.38268156424581007,0.49145299145299143,,0.35135135135135137,0.29128440366972475,0.3270440251572327,0.39692307692307693,0.38461538461538464
LMO3,,,0.9686434901158828,0.9848942598187311,0.9430561865818567,,0.9722129967895494,
LMO4,0.167531160486181,0.994647201946472,0.08629961587708067,0.08269285510959294,0.1615767269063661,0.09192825112107623,0.22314873085798195,0.02347802347802348
LMO7,0.9538017324350336,,,0.9354120267260579,0.14471968709256844,0.12618296529968454,,0.808695652173913
LMTK2,0.9660493827160493,,0.9305555555555556,,0.9619332763045337,0.8920454545454546,,
LMTK3,,0.795,,,,0.9440203562340967,0.9112359550561798,
LNCBRM,,,,,,0.7261410788381742,,
LNP1,,,,,,,0.9649561952440551,
LNPEP,,0.6795366795366795,,0.9484193011647255,0.9699461298554012,0.8099547511312217,,
LNPK,0.7869565217391304,0.7066666666666667,0.930635838150289,0.8983050847457628,0.7428998505231689,0.9193548387096774,0.9265873015873016,
LNX1,,,,,0.21858288770053477,0.20985401459854014,,0.3435114503816794
LONP2,0.7482394366197183,0.651685393258427,0.6515580736543909,0.5425361155698234,0.5748917748917749,0.29022988505747127,0.7432188065099458,0.7103825136612022
LONRF1,,,,0.9348534201954397,0.9330207635632953,,,
LONRF2,0.9544817927170869,,0.019777503090234856,0.9662447257383966,,0.021604938271604937,0.042841648590021694,
LPAR1,,0.962877030162413,0.8467336683417085,0.8623595505617978,0.3741715203856196,0.4968553459119497,0.8753561253561254,
LPCAT2,,0.5,,0.5625,0.8855098389982111,,,
LPGAT1,0.7186813186813187,0.8325358851674641,0.9356060606060606,0.696652719665272,0.9235349420244438,0.8552631578947368,0.9672131147540983,
LPIN1,,0.8677966101694915,,0.784037558685446,0.7878542510121458,,0.7544747081712062,0.700228832951945
LPIN2,,,,0.9090909090909091,,,,
LPP,,0.6739130434782609,,0.7121212121212122,0.6880530973451328,,,
LRATD1,0.18976545842217485,,0.1828793774319066,0.24561403508771928,0.1703950499762018,0.27634194831013914,0.7320754716981132,
LRCH3,0.55,0.6415094339622641,0.5681818181818182,0.6090909090909091,0.5064782096584217,0.19298245614035087,0.9052631578947369,
LRCH4,0.47161572052401746,,,0.4742268041237113,0.4074675324675325,0.5301204819277109,,
LRFN1,,,,0.8465909090909091,,,,
LRFN5,,0.6818181818181818,0.7525252525252525,0.7139175257731959,0.8573493975903614,0.9141414141414141,0.7365023474178404,0.6157205240174672
LRIG1,,,0.9662790697674418,,,0.9427710843373494,,
LRIG2,,,,,0.9589442815249267,0.775,,
LRP1,,0.9589442815249267,,0.9736486486486486,,0.9805144193296961,,0.9681349578256795
LRP10,,,,,0.3066812705366922,0.2689655172413793,0.3546099290780142,
LRP11,,,,,,0.953125,,
LRP12,0.8973214285714286,,,0.9398907103825137,0.8781725888324873,0.930379746835443,,
LRP1B,,0.5228426395939086,0.49148936170212765,0.6638655462184874,0.7256129368805425,0.6024096385542169,0.7068235294117647,0.47572815533980584
LRP2,,0.7896440129449838,0.4883720930232558,,0.697196261682243,,,
LRP3,0.23454301075268819,,,0.24161073825503357,0.28408644400785854,,,0.3058470764617691
LRP6,,0.8727272727272727,,,,,,
LRP8,,,,,0.41783567134268534,0.9279279279279279,0.5410122164048866,
LRPAP1,0.03923444976076555,,,,0.0781732153877803,0.05771365149833518,0.010342729669438248,
LRPPRC,0.6772727272727272,0.6244131455399061,0.6768707482993197,0.36996336996337,0.9729933899905572,0.9339045287637698,0.9582716049382716,0.40555555555555556
LRRC1,,,,,0.8926829268292683,,,
LRRC14,0.2234910277324633,0.603448275862069,0.41721854304635764,0.3053097345132743,0.3589990375360924,0.1881720430107527,0.3921397379912664,
LRRC2,,,,,0.7152466367713004,,0.9273827534039334,0.46938775510204084
LRRC27,0.5751445086705202,,,,0.7186897880539499,0.6698113207547169,0.5645756457564576,
LRRC28,,,,0.2857142857142857,0.3163538873994638,,,
LRRC37A2,,0.5797101449275363,,,,,,
LRRC37B,,,,0.46405228758169936,0.4385775862068966,0.5634920634920635,,
LRRC3B,,,,,0.07939914163090128,,,
LRRC4,,,,0.3774597495527728,0.4009508716323296,,,0.47985347985347987
LRRC41,,,,,0.026442307692307692,,,
LRRC47,0.037914691943127965,,,,,,,
LRRC49,,,,0.8241758241758241,,0.7137404580152672,,
LRRC4B,,,,,,,0.9734600262123198,
LRRC4C,,,,,,0.8911917098445595,0.9631236442516269,
LRRC51,,,,,,0.5694444444444444,,
LRRC57,,,,,0.6933115823817292,,0.9465811965811965,
LRRC58,,,,,0.9135687732342007,,,
LRRC59,0.6878787878787879,,0.8465608465608465,0.8338870431893688,0.8034934497816594,,0.6716738197424893,0.8712121212121212
LRRC7,,0.7901234567901234,0.7088607594936709,0.8140043763676149,0.8715651135005974,0.8172757475083057,0.7401177460050462,0.7426470588235294
LRRC75A,0.9187604690117253,,,,,,0.7645914396887159,
LRRC8A,,0.8619402985074627,,,,0.8373493975903614,,
LRRC8B,0.8546481766820749,0.5607476635514018,0.4975369458128079,0.4180672268907563,0.8940199335548172,0.4601226993865031,0.8646185889091382,0.6829268292682927
LRRC8C,,0.7090909090909091,,,,,,
LRRC8C-DT,,,0.4878048780487805,,0.3580508474576271,,,
LRRC8D,,0.06077348066298342,,,,,,
LRRCC1,,,,,,0.7659574468085106,,
LRRFIP1,0.8812785388127854,0.5846153846153846,,0.8337874659400545,0.6093994778067885,0.7891156462585034,0.6993006993006993,0.7866666666666666
LRRFIP2,,,0.8908296943231441,0.9078212290502793,0.9327102803738317,,0.9506172839506173,
LRRK1,0.5737704918032787,,,,0.18983050847457628,,,
LRRK2,0.6314432989690721,,0.550561797752809,,0.5218340611353712,0.934640522875817,0.6426056338028169,
LRRN1,,,,0.8270676691729323,,,,
LRRN3,,,,,,0.5703517587939698,,
LRRTM2,0.8301369863013699,,,0.90625,0.4781491002570694,0.8429319371727748,,
LRRTM3,0.8990578734858681,,0.7315789473684211,0.8551532033426184,0.8194186765615337,0.2558139534883721,0.7091770788453253,0.3333333333333333
LRRTM4,0.6830808080808081,0.375,0.45819397993311034,0.5732758620689655,0.6312189054726368,0.6254416961130742,0.5492137449039022,0.6574468085106383
LSAMP,0.8789308176100629,0.8048780487804879,0.8473360655737705,0.8727524204702628,0.8379191745485812,0.8546944858420268,0.8251079001688872,0.796923076923077
LSG1,,,,0.7870370370370371,,,,
LSM12,,,,0.803921568627451,0.8636953699697101,,,
LSM14A,0.7101185050136737,0.4049586776859504,,,0.45335276967930027,0.5376712328767124,,0.5576036866359447
LSM14B,,,,0.9555555555555556,,,,
LSM3,0.028500619578686492,,,,0.029110512129380053,,0.024524409809763923,
LSM4,,,,,0.02460492098419684,,,
LSM5,0.07993850883935434,,,,0.06292412091301666,0.10509554140127389,0.129174543163201,
LSM6,,,,,,0.8231511254019293,,
LSM7,,0.7470238095238095,,0.8255813953488372,0.7216494845360825,0.8144712430426716,,
LSM8,0.36904761904761907,,0.2717391304347826,0.648936170212766,0.3814147018030513,,0.3546099290780142,
LSP1P5,0.6602972399150743,0.6610169491525424,,0.7347826086956522,0.7474654377880184,0.7733333333333333,,0.6486486486486487
LSS,,,,,,0.11409395973154363,0.09969088098918083,
LTB4R2,,0.4492753623188406,,0.2545454545454545,0.4836879432624113,0.34782608695652173,0.23567921440261866,
LTO1,,,,0.6888888888888889,0.9107142857142857,,,0.6666666666666666
LTV1,0.8247422680412371,,,,,,,
LUC7L,,,0.9342465753424658,0.9183266932270916,0.9497118910424306,0.9057750759878419,,
LUC7L2,0.5405925355906118,0.41385597082953507,,0.7120622568093385,0.677645121449156,0.4392614188532556,0.8881151346332404,0.6055900621118012
LUC7L3,0.8562628336755647,0.39065934065934066,0.8988439306358381,0.8020446096654275,0.8999565028273162,0.875968992248062,0.8652712863239179,0.7096114519427403
LURAP1,,,0.43243243243243246,,,,,
LURAP1L,0.22439024390243903,,,,,,,
LUZP1,,,,,0.02917046490428441,,0.023492560689115115,
LY6E,,,,,0.009183503088996493,,,
LY86-AS1,,,,,0.5949152542372881,0.8181818181818182,0.9071832122679581,
LYNX1,,,0.980154355016538,0.9641495041952708,0.9885398142659554,,,
LYPD6,0.31543624161073824,,,,,,,
LYPLAL1,0.690744920993228,0.7246376811594203,,0.3300970873786408,0.9089332176929749,0.8492063492063492,0.7515337423312883,
LYRM1,0.9131455399061033,,,,,,,
LYRM2,0.35278514588859416,,0.3739130434782609,0.3395638629283489,0.38817480719794345,0.538961038961039,,
LYRM4,0.1548856548856549,0.33695652173913043,0.31981981981981983,0.29396325459317585,0.33463469046291133,0.2696969696969697,0.2441942294159043,0.21578947368421053
LYRM7,0.9172185430463576,0.7521367521367521,,,0.8824503311258278,0.8761329305135952,0.7910290237467018,
LYRM9,,,0.9401709401709402,,0.9786764705882353,0.9675810473815462,0.9626978146194424,
LYSET,,,,,0.9600614439324117,,,
LYSMD4,,,,,0.359375,0.8387096774193549,,
LYST,0.8990147783251231,0.5714285714285714,,,,,,
LYVE1,0.11263736263736264,,,,0.35994587280108253,0.3944954128440367,0.2853598014888337,
LZIC,0.6710526315789473,0.8513513513513513,0.7692307692307693,0.8,0.7808788598574822,0.766497461928934,0.7613259668508288,0.8333333333333334
LZTFL1,0.8125,0.7608695652173914,,0.808,0.05337078651685393,0.8844765342960289,0.06941950927588271,
LZTR1,,,0.9117647058823529,,,,,
LZTS3,,,,,,0.9791921664626683,,
M6PR,,,,0.9322533136966127,,,,
MACF1,0.9571567672833495,0.8378947368421052,0.9633333333333334,0.9698149951314509,0.9431293302540416,0.9318463444857497,0.9767261442979054,0.8948069241011984
MACIR,,,,,0.9317096466093601,,,
MACO1,,0.47619047619047616,0.4519774011299435,0.7663551401869159,0.8698752228163993,0.8369098712446352,0.1311787072243346,
MACROD2,,,,0.8656716417910447,,,,
MACROH2A1,0.9628210042161748,0.7899761336515513,,0.9801633605600933,0.9547491039426523,0.8910112359550562,0.9631140574536801,0.9308300395256917
MADCAM1,0.8189189189189189,,,,,,,
MADD,0.9793128925009236,,,,,,,
MAF,,,,,0.046511627906976744,0.07960199004975124,,
MAGED1,,0.7896253602305475,,,,0.983225806451613,,
MAGI1,0.7711511789181692,,0.8561643835616438,0.65,,,0.9589106545628284,0.631578947368421
MAGI2,0.9536560247167868,0.633177570093458,0.7140077821011673,0.680327868852459,0.8275762809441566,0.8817204301075269,0.6902699949057565,0.6538461538461539
MAGI2-AS3,0.8998628257887518,0.5607476635514018,0.6153846153846154,0.7348484848484849,0.764505119453925,0.7515923566878981,0.842560553633218,0.45685279187817257
MAGI3,,,0.7307692307692307,0.6153846153846154,,0.9285714285714286,0.8956406869220608,0.576271186440678
MAGOHB,,,,,0.7919762258543833,,,
MAL,,0.9843656043295249,,,,,,
MAL2,,,,0.9798387096774194,,0.9601328903654485,,
MALAT1,0.26536791798912845,0.14511908165284895,0.38246639392168325,0.32613441084947287,0.3035679355267791,0.28026220542105684,0.4346400846333795,0.16170420873967953
MALT1,,,,,0.6346153846153846,0.5555555555555556,,
MAMDC2,,,,,0.10854816824966079,,,
MAML2,,0.627906976744186,,,,0.6041666666666666,,
MAN1A1,,,,,0.9631901840490797,,,
MAN1A2,0.1219605760151086,0.3785645109221995,0.45260213764858653,0.11324786324786325,0.47772453868895914,0.4411087577124965,0.3230053753699342,0.5463482005036965
MAN1C1,0.21100278551532034,0.4953271028037383,0.27699530516431925,0.2693877551020408,0.29109341057204924,0.30662983425414364,0.2191383595691798,0.34517766497461927
MAN2A1,,0.893569844789357,0.9361022364217252,0.8926829268292683,0.8792701863354038,,0.9317607413647851,
